X,Y
0.0315504,0.103493
0.0790399,0.0425419
0.0735943,0.152746
0.133798,0.039153
0.0450667,0.279983
0.114559,0.0310084
0.0682294,0.0732222
0.105346,0.0747302
0.0381702,0.0176346
0.0585244,0.0808254
0.0894812,0.0671708
0.0111356,0.0749743
0.0527449,0.181118
0.076189,0.0382433
0.132011,0.0127381
0.00839739,0.060349
0.0228701,0.0367503
0.0675871,0.136849
0.00727796,0.102913
0.0824553,0.15375
0.0518762,0.137008
0.0489739,0.0678161
0.072713,0.263366
0.00891675,0.0699914
0.0184673,0.022652
0.0270255,0.0255102
0.175186,0.0102844
0.12664,0.150105
0.0116221,0.0793531
0.0654492,0.129158
0.0109843,0.154063
0.122278,0.101571
0.137033,0.118372
0.0904497,0.0839583
0.156478,0.0409404
0.00587015,0.186654
0.0313287,0.0448376
0.051159,0.0697829
0.0514998,0.0447123
0.102716,0.18794
0.0595237,0.0216656
0.0493868,0.171685
0.0565452,0.00486239
0.178005,0.00480602
0.00312008,0.112695
0.0423283,0.0441012
0.0809605,0.123936
0.0778142,0.0574505
0.153404,0.0429949
0.0655807,0.0953267
0.124149,0.0962619
0.105286,0.211324
0.14104,0.0365632
0.24094,0.122625
0.143503,0.0430714
0.0700206,0.087973
0.0015313,0.0147816
0.135752,0.0251548
0.0157576,0.0680411
0.07888,0.0257407
0.0273943,0.235884
0.0975376,0.0712889
0.027468,0.151194
0.261463,0.0264949
0.0342585,0.0653156
0.0290012,0.0681959
0.00156308,0.0899191
0.0547431,0.00365134
0.0754766,0.00581009
0.0337364,0.0951875
0.107889,0.0584407
0.125643,0.032244
0.120336,0.0879526
0.00146162,0.0298739
0.0811521,0.0856781
0.250495,0.123949
0.0908307,0.126098
0.105189,0.14543
0.0607528,0.0392444
0.0907382,0.0648297
0.00474826,0.00339047
0.0291312,0.0710466
0.250942,0.0478513
0.0154633,0.0126593
0.0940324,0.143263
0.0784054,0.00575447
0.00977083,0.271125
0.0862194,0.0887819
0.115617,0.0805756
0.0949748,0.14521
0.000654903,0.000863277
0.0798637,0.191152
0.100358,0.116379
0.0532167,0.113751
0.00917982,0.0425331
0.0296127,0.0806764
0.133285,0.0547203
0.0196526,0.0228019
0.0406659,0.152916
0.137186,0.106311
0.0766491,0.0519187
0.015185,0.0260691
0.0290404,0.0808798
0.0636472,0.137296
0.0618577,0.0506394
0.284878,0.107497
0.0744895,0.0362932
0.0923087,0.152903
0.0062246,0.0604593
0.144403,0.0587869
0.0131309,0.132742
0.109645,0.06646
0.0202433,0.116527
0.0396274,0.0159485
0.0108085,0.0925801
0.113229,0.0792016
0.0438723,0.00408542
0.0898378,0.0730274
0.0230282,0.0636179
0.0345646,0.0969262
0.109253,0.0170704
0.0361564,0.104551
0.137622,0.0124336
0.0236755,0.102242
0.0735445,0.0396353
0.0531446,0.0368853
0.0678645,0.260345
0.0902365,0.0220472
0.0166989,0.0813775
0.166548,0.171458
0.0544578,0.0122501
0.0994499,0.0432822
0.0975491,0.0165987
0.0603996,0.070416
0.0168879,0.127093
0.0181823,0.0188543
0.0360906,0.0286512
0.03922,0.0574766
0.130639,0.120288
0.101918,0.0480083
0.0671919,0.122418
0.0180213,0.0550455
0.0702999,0.0692628
0.0520856,0.122534
0.0741893,0.0139052
0.176903,0.128821
0.127767,0.0289044
0.0226709,0.00783926
0.16182,0.00128948
0.0458143,0.282218
0.134748,0.108546
0.0943908,0.0868606
0.0647031,0.0459111
0.0131121,0.0691617
0.0912723,0.0609857
0.25001,0.118037
0.234975,0.00985327
0.156192,0.0379189
0.159093,0.108469
0.0576068,0.103719
0.0832969,7.82957e-05
0.0590904,0.0738806
0.0618275,0.126624
0.0062323,0.0842177
0.0463568,0.02412
0.150568,0.0981442
0.0245703,0.0104818
0.155819,0.0259818
0.0753112,0.0882308
0.131838,0.164954
0.165318,0.0733911
0.0073916,0.0587896
0.141237,0.172505
0.0607772,0.0136517
0.0609579,0.107498
0.0521469,0.051928
0.298446,0.0494467
0.0222875,0.0179702
0.115821,0.103546
0.00300017,0.0139173
0.163662,0.0114999
0.179203,0.021547
0.0837068,0.0797656
0.0676211,0.184005
0.0724297,0.195811
0.11719,0.029926
0.242292,0.0612731
0.124177,0.251337
0.0540923,0.0203617
0.0759332,0.022691
0.0243433,0.103614
0.123671,0.0616281
0.0374772,0.00420936
0.121512,0.074589
0.0770827,0.129401
0.176252,0.0749469
1.70968e-05,0.0195165
0.13027,0.0140587
0.145049,0.00744738
0.0494585,0.19143
0.00143543,0.20838
0.0102282,0.065215
0.0820986,0.0715167
0.0959626,0.027413
0.20532,0.102943
0.106904,0.134255
0.0318393,0.202839
0.0118041,0.0446649
0.125292,0.125682
0.0457672,0.146715
0.0675531,0.0973822
0.0638361,0.0269225
0.047451,0.0115061
0.200895,0.157846
0.0834962,0.0982707
0.0787268,0.0220412
0.0516335,0.0712549
