X,Y
0.0249624,0.0822336
0.0106047,0.0608086
0.0744213,0.0837193
0.0398778,0.106481
0.1759,0.071074
0.00517097,0.118885
0.0559981,0.00508204
0.0172554,0.0201908
0.0957432,0.0606043
0.023401,0.0857898
0.132592,0.211251
0.120175,0.252232
0.0383802,0.0946049
0.0498516,0.000988765
0.135444,0.0520663
0.0336591,0.167334
0.029761,0.109199
0.181054,0.0767691
0.0432393,0.193182
0.236379,0.140078
0.040166,0.0545659
0.129568,0.0199002
0.177761,0.0124
0.0201062,0.0398697
0.0865303,0.14003
0.108563,0.0151154
0.0816261,0.111363
0.0601056,0.01652
0.0261967,0.063019
0.0533253,0.0288874
0.105363,0.125779
0.0695653,0.0320904
0.0796836,0.0175598
0.0758814,0.141992
0.128136,0.00259943
0.0685511,0.143644
0.155187,0.118406
0.0761369,0.0743007
0.00372837,0.108952
0.11947,0.0601727
0.0492936,0.101919
0.0665766,0.0247515
0.0508783,0.0327735
0.0510268,0.0384486
0.158712,0.0656231
0.0940877,0.086798
0.0568088,0.0289507
0.0427253,0.238969
0.0373139,0.056931
0.0493528,0.111589
0.0700054,0.114417
0.111409,0.0391703
0.0596048,0.0949403
0.243466,0.0752775
0.0303005,0.0161616
0.0398704,0.036436
0.120403,0.125404
0.137226,0.0666861
0.197606,0.0466163
0.226202,0.0812255
0.00913293,0.0289054
0.0765094,0.05789
0.0687714,0.0941084
0.0989862,0.19385
0.0586538,0.174941
0.157095,0.00646538
0.0811128,0.00242655
0.21135,0.163875
0.0847728,0.00574965
0.159767,0.0769284
0.011233,0.000944728
0.100847,0.089291
0.100612,0.0294314
0.00472169,0.0807757
0.106634,0.0617151
0.00980849,0.0390311
0.000911469,0.0433973
0.0622995,0.0537012
0.0703124,0.0226791
0.129562,0.0366937
0.142457,0.128171
0.0722106,0.0200674
0.0820831,0.0377375
0.265807,0.0458588
0.00778615,0.197888
0.0968436,0.109986
0.0604544,0.156618
0.032961,0.00128454
0.137656,0.0370477
0.0639549,0.118196
0.13254,0.165664
0.056818,0.269234
0.0602926,0.0611444
0.0788918,0.0352968
0.195528,0.104504
0.142321,0.0331661
0.149352,0.128534
0.0156888,0.0621814
0.153817,0.00287526
0.0351707,0.053204
0.0476674,0.0788496
0.0763766,0.0939197
0.096963,0.0847026
0.0637813,0.0460692
0.214355,0.10561
0.127641,0.0329604
0.237349,0.0452172
0.0982122,0.100138
0.0828411,0.0405836
0.00813809,0.113813
0.111339,0.0257358
0.0305404,0.0733701
0.0599275,0.0945726
0.0157385,0.00864845
0.0668359,0.0288782
0.0788068,0.0774791
0.00372276,0.0605077
0.16348,0.0715808
0.167286,0.00539238
0.0868095,0.0329487
0.0620024,0.107463
0.0291978,0.0399993
0.0893668,0.229196
0.270971,0.186893
0.0554563,0.0589298
0.0806873,0.00689669
0.000286178,0.00323724
0.0719654,0.0955667
0.0156869,0.0293992
0.0742354,0.0796789
0.104326,0.0379476
0.0152232,0.0844656
0.0920106,0.0394131
