X,Y
0.012891,0.0352781
0.142204,0.0389041
0.0890474,0.0463699
0.0613907,0.0247078
0.262788,0.0187403
0.0412641,0.0490081
0.0134787,0.13478
0.0393695,0.0621785
0.201012,0.145126
0.137023,0.0455907
0.146738,0.0501654
0.00596155,0.0234104
0.0890656,0.108243
0.0467915,0.152622
0.157443,0.11644
0.171638,0.0253307
0.128399,0.0995396
0.0715511,0.112671
0.144576,0.0142774
0.00416617,0.12891
0.156977,0.0458145
0.028091,0.0262694
0.175378,0.064919
0.112317,0.0226929
0.177368,0.0328392
0.244607,0.00988115
0.145166,0.247255
0.107286,0.1533
0.0236028,0.0197124
0.187553,0.169866
0.0237119,0.197197
0.193416,0.115636
0.0894716,0.111244
0.116472,0.131682
0.213958,0.108551
0.0650824,0.0247515
0.0331656,0.101611
0.0465034,0.0482997
0.141016,0.042153
0.0914227,0.0793766
0.105815,0.0444396
0.0157359,0.0477159
0.0308766,0.0656328
0.18287,0.0233625
0.144102,0.0940789
0.0683876,0.144509
0.0662865,0.0843
0.00247599,0.0157126
0.0500871,0.0019107
0.0441687,0.0392018
0.0378161,0.0498345
0.0157389,0.0216506
0.0581334,0.0489284
0.152131,0.0462456
0.0807186,0.0230174
0.0413089,0.047325
0.0288297,0.183054
0.00311557,0.170024
0.068635,0.0512659
0.0881293,0.0153259
0.0124852,0.0599672
0.00535464,0.111441
0.0386489,0.204013
0.159807,0.0401875
0.63291,0.520816
0.449639,0.494589
0.670085,0.460949
0.502091,0.592053
0.501187,0.615245
0.476398,0.604792
0.534439,0.44339
0.483158,0.451823
0.639361,0.682127
0.515713,0.230319
0.573459,0.614723
0.351556,0.551049
0.516997,0.382908
0.634927,0.490619
0.529268,0.706939
0.501947,0.578339
0.453394,0.349305
0.57463,0.63578
0.458254,0.348156
0.556322,0.45625
0.697425,0.449655
0.542293,0.451734
0.738469,0.433412
0.617796,0.566163
0.421906,0.304219
0.447556,0.3988
0.420735,0.576426
0.403729,0.780162
0.3999,0.459113
0.648451,0.567671
0.480207,0.355602
0.630291,0.403155
0.456256,0.619326
0.514141,0.364743
0.47382,0.61559
0.56702,0.414865
0.679729,0.499388
0.477558,0.574151
0.39935,0.53908
0.584786,0.599247
0.545504,0.417088
0.55099,0.638053
0.48381,0.45294
0.377169,0.410345
0.577025,0.475164
0.227448,0.511571
0.474863,0.531494
0.556979,0.519333
0.432062,0.407211
0.45651,0.457282
0.540467,0.536114
0.529814,0.508994
0.539493,0.453023
0.574055,0.447486
0.605244,0.559406
0.493082,0.693747
0.649409,0.538959
0.374397,0.485886
0.592226,0.549355
0.555306,0.592474
0.496814,0.264148
0.754505,0.322195
0.373151,0.352116
0.406571,0.526444
0.996311,0.864458
0.983814,0.753196
0.89892,0.86286
0.93607,0.989451
0.875998,0.95199
0.974201,0.97137
0.977693,0.966345
0.958679,0.891651
0.918693,0.958143
0.964217,0.946042
0.817328,0.944612
0.927094,0.957994
0.857463,0.943174
0.979735,0.949541
0.997908,0.989629
0.968093,0.78404
0.998698,0.942128
0.917528,0.935357
0.949223,0.905299
0.989769,0.970544
0.953713,0.999449
0.986075,0.90064
0.90897,0.9152
0.995759,0.850446
0.728589,0.899645
0.899074,0.948375
0.875562,0.852389
0.861721,0.991045
0.916199,0.845399
0.875101,0.933793
0.967052,0.976418
0.885045,0.853266
0.919551,0.977528
0.846153,0.984383
0.824501,0.855568
0.995937,0.908943
0.915546,0.982179
0.95056,0.991118
0.996132,0.989023
0.952521,0.996183
0.994233,0.973426
0.813397,0.874218
0.97997,0.756697
0.976532,0.796268
0.862833,0.959664
0.86457,0.963764
0.866873,0.957851
0.892527,0.999012
0.92143,0.980143
0.960085,0.931209
0.971458,0.910943
0.887146,0.884112
0.859354,0.738979
0.843882,0.912814
0.977774,0.896807
0.930863,0.890151
0.995983,0.833513
0.955028,0.975296
0.98662,0.824613
0.906829,0.841231
0.993546,0.750109
0.937558,0.982559
0.995945,0.96616
0.966983,0.934189
