X,Y
0.012191,0.0303073
0.0631821,0.0498027
0.0888494,0.06738
0.305703,0.043768
0.0507428,0.0316084
0.0326009,0.0171305
0.00960434,0.046038
0.115293,0.130523
0.0794572,0.057567
0.204461,0.0376178
0.0961311,0.0724889
0.0135247,0.0445157
0.0599615,0.164068
0.0381129,0.0383876
0.0994255,0.0394333
0.0447333,0.00128026
0.0892874,0.0134972
0.0288443,0.120233
0.000254449,0.140493
0.243059,0.00468446
0.0555551,0.116903
0.0123813,0.048427
0.0870437,0.266456
0.0161082,0.0758915
0.0630726,0.0231178
0.17957,0.0151463
0.116674,0.0427397
0.0223313,0.042941
0.0390746,0.0746738
0.0945077,0.00740413
0.062264,0.07502
0.0654406,0.049752
0.0419561,0.0379811
0.0843534,0.0133235
0.0628876,0.0745385
0.0744725,0.0279985
0.112865,0.0171508
0.0376292,0.023494
0.0880626,0.129083
0.150194,0.11303
0.138888,0.132456
0.0333499,0.0207121
0.0929901,0.0512856
0.189229,0.00321902
0.0699693,0.0409009
0.0907988,0.0161186
0.089344,0.125179
0.162241,0.11548
0.0915357,0.0904853
0.0277718,0.0528211
0.0729836,0.0526675
0.100815,0.0439082
0.0818771,0.0386225
0.0474426,0.0808261
0.0941762,0.0416244
0.105781,0.0670325
0.0236596,0.0496145
0.0125497,0.292369
0.174868,0.0377262
0.0209767,0.0803272
0.0916994,0.167973
0.17588,0.016675
0.144283,0.0102955
0.0676766,0.266742
0.141915,0.0253164
0.0558975,0.0739377
0.0915876,0.0376232
0.133923,0.00468981
0.00338943,0.0100392
0.173515,0.093727
0.0886394,0.166515
0.115327,0.109949
0.0839448,0.173434
0.0388454,0.152364
0.0450084,0.0994665
0.151719,0.0166456
0.0411785,0.0694771
0.158521,0.085366
0.0259927,0.0160685
0.0120271,0.0399283
0.0908479,0.171598
0.146348,0.016971
0.013503,0.02747
0.0520191,0.0872988
0.0388463,0.154351
0.0219418,0.0865439
0.124185,0.143704
0.00363017,0.0200762
0.0095885,0.0208654
0.180103,0.0488744
0.0601753,0.0338078
0.11715,0.0601736
0.201007,0.0784153
0.231241,0.00414128
0.0542228,0.187522
0.0409469,0.0402027
0.12471,0.0962582
0.166812,0.0324336
0.0813987,0.0564521
0.0139846,0.0560432
0.144833,0.107451
0.00323489,0.143951
0.0646056,0.0803323
0.0564361,0.0618037
0.00485834,0.19602
0.128458,0.0237642
0.121632,0.018406
0.0502221,0.0872766
0.022625,0.0720321
0.0366062,0.0508943
0.0146384,0.00694693
0.196538,0.097389
0.120504,0.0444248
0.00696659,0.050914
0.0331842,0.0816697
0.168024,0.16754
0.143529,0.0393527
0.0401574,0.0550764
0.164942,0.18016
0.055959,0.144788
0.0490767,0.00923321
0.090373,0.244281
0.1082,0.227025
0.0868173,0.0456197
0.0834927,0.0998823
0.0382464,0.148568
0.0598977,0.0245106
0.0793726,0.0245756
0.0299584,0.0713961
0.0392499,0.104981
0.00392773,0.0373299
0.11691,0.156115
0.185639,0.150005
0.0277728,0.00774034
0.0993967,0.0028404
0.0275487,0.143667
0.0406159,0.128502
0.0777751,0.00973364
0.0291871,0.005214
0.0331037,0.125136
0.0348977,0.0162167
0.0961095,0.126201
0.11737,0.172707
0.193533,0.0382549
0.049924,0.102165
0.0171068,0.00701577
0.0447256,0.11828
0.261241,0.00430187
0.139704,0.102932
0.0293927,0.0185004
0.0848202,0.0355377
0.0159192,0.0346475
0.033386,0.143296
0.0582375,0.101136
0.0563398,0.101024
0.0274901,0.0737913
0.0703531,0.0349927
0.10721,0.0418293
0.0428418,0.0238256
0.0225977,0.0811818
0.0319119,0.281935
0.0533869,0.0109683
0.0797355,0.120844
0.0543449,0.0961786
0.0390513,0.0706587
0.00181575,0.0209569
0.0510721,0.0383272
0.0821179,0.0186532
0.179902,0.0107409
0.128525,0.0498557
0.0966408,0.043816
0.220205,0.0625249
0.0142577,0.0200146
0.00873123,0.0231794
0.11376,0.0661918
0.175559,0.0830757
0.0145725,0.034927
0.07034,0.0189615
0.0556091,0.0666613
0.118631,0.109668
0.0553877,0.0157652
0.146335,0.0556076
0.029579,0.0773827
0.161854,0.00436504
0.0271142,0.0270225
0.0935391,0.0256622
0.00303606,0.0213391
0.153145,0.0233734
0.0391824,0.0717476
0.0675172,0.126236
0.0633447,0.00193172
0.0241304,0.0841029
0.122709,0.0868872
0.0310413,0.0775019
0.0925594,0.00171006
0.00685686,0.0503168
0.17126,0.0347441
0.113491,0.0737904
0.00420424,0.00945409
0.103812,0.103764
0.0101805,0.0409316
0.0621688,0.0340647
0.0933348,0.0909905
0.0410442,0.0218734
0.00650611,0.0509788
0.0134978,0.0378462
0.0148787,0.0248626
0.152098,0.0124277
0.0885234,0.0794
0.112805,0.029854
0.0292236,0.120354
0.1287,0.0821064
0.0636687,0.162747
0.0257479,0.118356
0.0254574,0.0924023
0.0547249,0.120483
0.0742356,0.0377933
0.113754,0.106012
0.0373653,0.00766199
0.072565,0.218514
0.144115,0.0886638
0.123744,0.167461
0.00627125,0.0333659
0.0554276,0.0840287
0.005978,0.0569578
0.0681108,0.0447578
0.0043018,0.019432
0.039338,0.0212115
0.0404646,0.0212614
0.0786969,0.0221979
0.0655091,0.0150894
0.0555935,0.0575684
0.0628719,0.0435529
0.0161981,0.0053166
0.0723526,0.0260187
0.0731937,0.0650973
0.1578,0.0917119
0.0237947,0.179013
0.0238799,0.0613513
0.17547,0.105723
0.0299646,0.325865
0.0150275,0.0666684
0.0459977,0.00389769
0.0988182,0.185062
0.0416643,0.106631
0.0515691,0.114014
0.0672339,0.0210338
0.10123,0.0488262
0.0670159,0.135038
0.163086,0.0117272
0.0782315,0.00240356
0.02709,0.0740738
0.207124,0.0836361
0.106141,0.0673044
0.055429,0.138981
0.0185189,0.0108979
0.539168,0.499243
0.642672,0.538391
