X,Y
0.116098,0.0706654
0.124613,0.037479
0.0677697,0.0838865
0.0877234,0.0668398
0.0542672,0.0774724
0.00662974,0.0562496
0.120438,0.1536
0.0290523,0.0700414
0.0349936,0.116319
0.0826821,0.017588
0.141785,0.0981991
0.0489516,0.0439307
0.0793706,0.116887
0.0197996,0.00663724
0.0957479,0.0306142
0.000787198,0.18939
0.0827726,0.106458
0.00855014,0.0168671
0.0280457,0.0341498
0.111888,0.00720257
0.0210031,0.076223
0.107637,0.0555662
0.0818872,0.0426563
0.120153,0.00772744
0.00103974,0.0562481
0.0730921,0.0209919
0.0107859,0.0227715
0.155486,0.0185864
0.0741171,0.274229
0.210484,0.0619609
0.118922,0.0514022
0.182372,0.0585827
0.0233082,0.0443546
0.172083,0.023631
0.128835,0.0538558
0.040889,0.153235
0.0191338,0.0427253
0.0934869,0.0662815
0.0433092,0.14105
0.166363,0.138336
0.0775666,0.0451246
0.0273108,0.0034303
0.17254,0.156337
0.036038,0.00945862
0.00569942,0.00960788
0.14172,0.0305976
0.0439164,0.0340451
0.123941,0.125138
0.161021,0.0501486
0.108639,0.0739691
0.0635194,0.0228901
0.181132,0.141827
0.118043,0.0736185
0.179167,0.0580016
0.0712741,0.15203
0.0166392,0.00987549
0.0391936,0.148731
0.0985776,0.0325073
0.0209001,0.0851182
0.114989,0.136209
0.134951,0.0500165
0.0112325,0.120465
0.0883096,0.109185
0.0890373,0.197131
0.11435,0.0461649
0.0352349,0.108375
0.0655142,0.0609899
0.120163,0.119723
0.00657191,0.0449149
0.209381,0.101199
0.00683481,0.059171
0.0530762,0.02063
0.0984997,0.0586862
0.121992,0.0321375
0.0224551,0.0154102
0.000212727,0.105263
0.0698287,0.102324
0.143379,0.036755
0.170934,0.0512436
0.117515,0.35495
0.0492913,0.164619
0.245446,0.00102189
0.0344276,0.0652182
0.0414953,0.114057
0.0728525,0.278865
0.0169353,0.0613925
0.0172211,0.0164652
0.140053,0.157916
0.0113199,0.120566
0.0889676,0.0200115
0.021851,0.102325
0.0226363,0.140408
0.0310043,0.101178
0.0619625,0.0543325
0.0572441,0.144512
0.0738914,0.0702522
0.0274515,0.126806
0.0219652,0.147554
0.0211783,0.0662074
0.10051,0.0509925
0.0693014,0.0718564
0.119518,0.054304
0.0111182,0.032019
0.0989549,0.132868
0.319037,0.0639112
0.0522091,0.0509123
0.102055,0.124634
0.0126032,0.010485
0.0970705,0.216286
0.11356,0.251572
0.0853009,0.0351827
0.0816341,0.162633
0.0588701,0.0417032
0.0318248,0.0345618
0.169512,0.00462504
0.0450188,0.0438834
0.12089,0.0577602
0.0149358,0.140235
0.0960311,0.237037
0.026284,0.0499797
0.0212709,0.0829022
0.106036,0.00148857
0.141612,0.0198206
0.0299613,0.0365922
0.0693364,0.0100808
0.118391,0.0985788
0.197479,0.0824172
0.0325752,0.0401116
0.130439,0.02615
0.100245,0.0132395
0.00779036,0.0573986
0.0159984,0.0520346
0.0166332,0.00757533
0.121047,0.0634064
0.165196,0.134228
0.0785088,0.0656266
0.0454737,0.10117
0.00356941,0.013829
0.0376759,0.128931
0.182468,0.0909648
0.0627145,0.0729467
0.199602,0.0943812
0.0724757,0.0544674
0.0611799,0.0231631
0.175369,0.0125052
0.103334,0.053205
0.0674465,0.158217
0.0555528,0.0300641
0.00442545,0.0487355
0.00933864,0.00400646
0.0329412,0.214447
0.0261381,0.0546929
0.0472358,0.210504
0.107207,0.011842
0.114455,0.0301562
0.11166,0.202243
0.152531,0.134826
0.0958544,0.15336
0.0479168,0.131941
0.0144213,0.138566
0.0168301,0.153627
0.0116678,0.125881
0.15951,0.169756
0.102547,0.106248
0.00981089,0.0487605
0.0961608,0.0376994
0.102424,0.0515772
0.0202106,0.0133783
0.100494,0.147989
0.000506704,0.0343736
0.123649,0.0309196
0.156755,0.0983012
0.0991264,0.0028434
0.0554683,0.0318979
0.0329956,0.0875628
0.0980245,0.0530163
0.0567322,0.0166433
0.0326189,0.0245612
0.171721,0.00579959
0.0424057,0.128019
0.0523292,0.0797549
0.0189828,0.153142
0.00829718,0.0544592
0.0177355,0.0211437
0.0479023,0.101065
0.017039,0.0584439
0.107114,0.106352
0.127672,0.228183
0.19521,0.108694
0.0804601,0.00337382
0.021077,0.0472167
0.1313,0.00919992
0.11017,0.140893
0.0126767,0.0321178
0.117116,0.234128
0.126676,0.172258
0.0678394,0.0687574
0.149432,0.133179
0.0330239,0.0181425
0.0881044,0.114362
0.0906093,0.0297509
0.039356,0.00736528
0.0067934,0.0351761
0.0436087,0.167502
0.0230435,0.0532857
0.0839572,0.0717522
0.00416596,0.0154741
0.111197,0.0815901
0.0119764,0.233458
0.0698668,0.118981
0.209964,0.0625923
0.0248717,0.0455472
0.134687,0.175817
0.0365926,0.206479
0.0324162,0.0767418
0.0990874,0.223373
0.077897,0.0437333
0.0758022,0.0809597
0.11676,0.060236
0.0170884,0.0653151
0.0280575,0.00875775
0.0230302,0.119294
0.264306,0.0692121
0.0548998,0.0141239
0.113006,0.0518373
0.00329031,0.196106
0.0376709,0.119285
0.142194,0.0602222
0.0218177,0.0471778
0.10986,0.0773811
0.0667585,0.00454872
0.101686,0.0121071
0.00437165,0.00105636
0.0320886,0.226913
0.0364586,0.0344604
0.00322663,0.119701
0.0822954,0.121956
0.0837825,0.0514777
0.126823,0.136885
0.112511,0.0475064
0.00605584,0.064823
0.00871372,0.077965
0.0455681,0.068665
0.0319468,0.12401
0.0195491,0.110002
0.094254,0.0467988
0.0611155,0.0371897
0.19455,0.068155
0.177921,0.0866187
0.169475,0.0251682
0.0289246,0.0779642
0.0100313,0.109881
0.110791,0.131643
0.0483149,0.0955131
0.0462338,0.0720999
0.012253,0.208188
0.22148,0.0217506
0.160858,0.0315684
0.0115039,0.0254293
0.0494407,0.0256621
0.00861527,0.0380285
0.054879,0.0426538
0.159825,0.0299592
0.0996691,0.104394
0.020135,0.024257
0.100239,0.00828312
0.0785101,0.0931624
0.113415,0.059496
0.101029,0.0773709
0.00604847,0.00778034
0.00104646,0.0202504
0.0381176,0.228069
0.133825,0.10271
0.128858,0.0403024
0.0996631,0.0441222
0.0467686,0.0444703
0.0145535,0.167224
0.0337432,0.205142
0.103227,0.0631519
0.0377114,0.0215838
0.0163255,0.034386
0.0270074,0.0475855
0.0694153,0.0174608
0.0547875,0.106076
0.109806,0.0807539
0.159136,0.132027
0.047441,0.137995
0.0339367,0.229315
0.000468616,0.0476925
0.00288334,0.0318899
0.0456985,0.188801
0.0374055,0.0611573
0.030469,0.0213309
0.166953,0.0186521
0.0955093,0.00272294
0.0401456,0.113334
0.192003,0.054192
0.0285463,0.0512271
0.14325,0.0233605
0.0789062,0.0146326
0.0718301,0.223771
0.0258906,0.0629855
0.0196982,0.0312924
0.000663404,0.240905
0.0300086,0.16286
0.0612345,0.0424097
0.00742972,0.19938
0.00523714,0.120018
0.0355158,0.0594579
0.0218725,0.0382131
0.0175302,0.086883
0.0411311,0.0776931
0.141465,0.112827
0.0208233,0.169533
0.129421,0.00932478
0.0964158,0.0145971
0.178185,0.100587
0.0904158,0.139653
0.0224493,0.058225
0.0435539,0.0918843
0.000881275,0.0362187
0.11047,0.051242
0.00623565,0.176319
0.237785,0.0910124
0.013326,0.0675097
0.0180468,0.0591463
0.127151,0.0235333
0.0265047,0.0865598
0.107109,0.0553633
0.0474871,0.0596159
0.0191009,0.080256
0.129043,0.0953075
0.150216,0.0437389
0.00560702,0.117468
0.00644802,0.102128
0.108516,0.260805
0.059666,0.124803
0.176724,0.154383
0.0583939,0.0409447
0.0556579,0.0641355
0.0396286,0.105642
0.0438362,0.0109236
0.287545,0.145138
0.176545,0.124798
0.0553828,0.162141
0.111868,0.112687
0.0499437,0.0990534
0.0151074,0.0617004
0.0723208,0.000499081
0.0716322,0.0629278
0.00959986,0.0213745
0.109713,0.0959201
0.138477,0.0666795
0.109659,0.0321073
0.0550098,0.0930591
0.221712,0.0157456
0.0516762,0.154955
0.0426377,0.00269529
0.0148486,0.0808545
0.0788111,0.0101822
0.133638,0.018141
0.0645576,0.0882034
0.0670384,0.138914
0.0544541,0.0866646
0.0283016,0.0533842
0.0186835,0.0151427
0.0569812,0.0592053
0.0391413,0.10649
0.0543541,0.113637
0.0824903,0.103
0.086316,0.0343118
0.0801313,0.00490573
0.0124022,0.147012
0.197405,0.169267
0.094026,0.164001
0.168116,0.162517
0.0282085,0.139907
0.0246519,0.221094
0.170304,0.0969088
0.0306964,0.0821658
0.11387,0.0119666
0.057599,0.0268019
0.0538991,0.235379
0.0550313,0.0681995
0.111469,0.0216029
0.0700091,0.0316234
0.0698078,0.189275
0.129618,0.100905
0.0231843,0.0956498
0.0908014,0.111818
0.0342364,0.0800432
0.105015,0.0586459
0.0210912,0.0116851
0.0643059,0.113153
0.00684495,0.104871
0.0704374,0.0986961
0.0168798,0.00914147
0.0781319,0.065558
0.20332,0.000527233
0.0576897,0.0125786
0.0924035,0.0229089
0.0511504,0.0425097
0.0940627,0.00371392
0.0413023,0.0274026
0.00420279,0.00776511
0.209392,0.0314827
0.212772,0.0963686
0.120994,0.14085
0.0325892,0.152655
0.119346,0.02849
0.0312843,0.0676697
0.097925,0.00248938
0.0330844,0.0576271
0.0245329,0.0619242
0.121249,0.102671
0.0625356,0.0916259
0.0543962,0.165789
0.00151771,0.0648045
0.138421,0.0379267
0.0201347,0.155406
0.0052682,0.040725
0.0713284,0.0481335
0.00030017,0.0075645
0.0115885,0.150352
0.0183414,0.0013375
0.0176968,0.0298829
0.0189098,0.167455
0.0302982,0.04964
0.115004,0.0421493
0.110323,0.175075
0.104866,0.185006
0.115907,0.0154433
0.021496,0.0185377
0.0925112,0.0679588
0.117568,0.0950593
0.078894,0.022462
0.087802,0.0480386
0.0641235,0.0248231
0.0654589,0.0926081
0.236065,0.0880112
0.0011216,0.0131002
0.188388,0.0128123
0.119284,0.22952
0.0619701,0.0586849
0.0335097,0.124615
0.0162913,0.0272352
0.0929768,0.0102184
0.0902191,0.0509504
0.140904,0.0020268
0.24989,0.0215174
0.100192,0.0135947
0.0297053,0.0311475
0.0415883,0.034117
0.00656248,0.0595232
0.0776336,0.0345155
0.0161856,0.111669
0.0502656,0.0224619
0.00190839,0.00523012
0.0891418,0.15509
0.0572894,0.0764724
0.0305592,0.0181098
0.0336088,0.118937
0.0783783,0.0723137
0.117122,0.0314059
0.211647,0.00780237
0.00769267,0.0364051
0.00067009,0.0437344
0.0208095,0.115268
0.0202007,0.0917003
0.139839,0.0444085
0.130302,0.0103326
0.00216083,0.123324
0.0312331,0.0882667
0.126892,0.0626519
0.138832,0.065832
0.0969877,0.105368
0.0584849,0.319772
0.113726,0.0749674
0.227033,0.0315475
0.08206,0.00378589
0.0491999,0.0873713
0.101492,0.0668709
0.115872,0.0845362
0.0387873,0.15878
0.0429146,0.153204
0.0339332,0.170717
0.0143715,0.0316735
0.00551483,0.260828
0.0138884,0.130558
0.0979292,0.127146
0.020032,0.0230241
0.0883239,0.108617
0.0207583,0.0419379
0.177421,0.0149637
0.0695486,0.0532053
0.0019006,0.0193007
0.017372,0.166201
0.0409565,0.0684435
0.103477,0.0169261
0.154526,0.0511777
0.0242639,0.164145
0.141536,0.160574
0.0410694,0.0809173
0.0219038,0.0130472
0.140552,0.131441
0.0403308,0.102115
0.0500934,0.0630826
0.0936498,0.0627274
0.129537,0.0751781
0.0297334,0.0162628
0.00470603,0.0126124
0.155156,0.00258157
0.111593,0.062254
0.261551,0.131232
0.0627411,0.26819
0.0345007,0.259468
0.0453647,0.112246
0.0035951,0.124537
0.0185494,0.0156983
0.0362672,0.0295844
0.127141,0.0401002
0.0645745,0.10766
0.124718,0.0679553
0.0658978,0.200864
0.0518357,0.0667766
0.141535,0.0641944
0.0640832,0.202729
0.0731947,0.0288668
0.0700058,0.00563588
0.0479479,0.0228282
0.0596235,0.0694439
0.0973777,0.0749924
0.0210181,0.000204311
0.0148562,0.0786287
0.0176689,0.101452
0.00687397,0.0207112
0.167285,0.0784581
0.044282,0.00552541
0.0651977,0.170632
0.0349319,0.0908524
0.129395,0.09501
0.15497,0.0894156
0.0146019,0.0299663
0.0126395,0.052738
0.196795,0.00105997
0.0465965,0.0485112
0.282158,0.0741385
0.0113766,0.1273
0.0508302,0.037083
0.0645533,0.0414205
0.134581,0.0460096
0.0608713,0.0418351
0.0172479,0.0822107
0.0323851,0.117572
0.158703,0.0296116
0.157018,0.0171394
0.0560023,0.0662145
0.0858817,0.192034
0.0182968,0.0118696
0.150382,0.073122
0.0738737,0.129074
0.0895914,0.18847
0.00216799,0.0361101
0.00967617,0.0105887
0.104504,0.0766056
0.160198,0.0767395
0.140409,0.0178083
0.094616,0.165536
0.148563,0.19821
0.141413,0.167943
0.114417,0.0492681
0.0832558,0.137547
0.0213218,0.182288
0.00843562,0.0776789
0.0720258,0.0138308
0.0766772,0.195431
0.0587339,0.111888
0.0555499,0.00654983
0.274083,0.0322786
0.209364,0.126238
0.129742,0.0060262
0.0853844,0.0491407
0.0707845,0.0123527
0.173787,0.151259
0.0762544,0.051654
0.045781,0.15597
0.109404,0.15186
0.207567,0.0736937
0.0344724,0.111919
0.130295,0.12449
0.000652694,0.0446299
0.121564,0.0317254
0.070997,0.164347
0.0638213,0.0723708
0.083565,0.0737872
0.0398955,0.125586
0.233843,0.0225243
0.234286,0.0197624
0.179198,0.0230182
0.052579,0.0451915
0.00162975,0.0702787
0.0104585,0.0622656
0.080763,0.0171859
0.065995,0.103825
0.0925688,0.117726
0.0317262,0.0387345
0.0775839,0.0468317
0.0528143,0.0391213
0.132564,0.000924862
0.0827087,0.0802561
0.208288,0.0313166
0.138489,0.0076608
0.00980265,0.132898
0.0177738,0.117874
0.0986633,0.0142024
0.0351734,0.0530733
0.152649,0.080127
0.0242907,0.105487
0.181597,0.132168
0.216007,0.00470648
0.077712,0.04135
0.0975284,0.0351276
0.0169032,0.273215
0.145446,0.0476629
0.00179644,0.244533
0.0464937,0.0158153
0.0314205,0.035279
0.0251939,0.0999081
0.0461317,0.0646376
0.0923757,0.00366064
0.0602328,0.0586699
0.114624,0.0989094
0.0418437,0.0650325
0.21003,0.346571
0.0541212,0.230437
0.0166683,0.0437287
0.0341799,0.00623511
0.274166,0.144436
0.0153957,0.0930702
0.0613358,0.172651
0.0343517,0.0447606
0.0621286,0.00864917
0.0162898,0.107521
0.148099,0.0165559
0.00546915,0.0329238
0.028909,0.170875
0.0342984,0.0432609
0.0651097,0.106281
0.0649622,0.133507
0.0472144,0.0893474
0.0910185,0.115889
0.0166734,0.0392636
0.0810527,0.1521
0.153819,0.0861065
0.0111853,0.0339808
0.0389415,0.0759284
0.127813,0.0363186
0.0939012,0.13376
0.123226,0.0620378
0.0917044,0.0987613
0.14178,0.0361949
0.000105813,0.0198489
0.042854,0.00831299
0.167692,0.0427548
0.0202252,0.0957025
0.0641724,0.180718
0.158847,0.0779718
0.014444,0.236092
0.0584144,0.0150138
0.118605,0.0815187
0.133039,0.167913
0.209277,0.0937557
0.119091,0.266566
0.198916,0.0374192
0.1298,0.133239
0.0602853,0.0447439
0.0684818,0.111095
0.100901,0.05721
0.150153,0.0614199
0.0142946,0.0516124
0.0571179,0.018384
0.140926,0.0612002
0.0854537,0.0326721
0.0298713,0.0239171
0.00757898,0.0193262
0.106131,0.194033
0.0724346,0.212173
0.130738,0.0654775
0.0503273,0.0431952
0.0211579,0.0275663
0.119298,0.0208766
0.129539,0.0478933
0.0454139,0.0418544
0.062879,0.115045
0.130329,0.00997533
0.0562652,0.0235619
0.0826425,0.0693851
0.0823436,0.0710709
0.0270037,0.160818
0.0184759,0.0431424
0.063373,0.0410826
0.0478134,0.0500842
0.0311159,0.0486121
0.0672581,0.0437176
0.0676097,0.0696205
0.0401923,0.0404904
0.179746,0.117585
0.0808347,0.10362
0.0546197,0.0262436
0.0400102,0.0203566
0.013367,0.178121
0.0143839,0.0807208
0.10842,0.109014
0.178008,0.0633353
0.0405034,0.0931559
0.0830038,0.011945
0.134558,0.0524005
0.0386317,0.00830645
0.0385572,0.00963111
0.0163253,0.109989
0.124019,0.0249074
0.117369,0.0890107
0.120148,0.219335
0.154846,0.00856759
0.0152877,0.0188633
0.102084,0.0534263
0.0332523,0.125051
0.103625,0.117076
0.0840526,0.147949
0.0577813,0.0422461
0.0364564,0.109142
0.130753,0.184662
0.0606854,0.0107855
0.0366288,0.0160887
0.111001,0.108887
0.0324211,0.0707832
0.0664693,0.112323
0.0168805,0.106672
0.0666868,0.0680648
0.132007,0.0528795
0.0620163,0.0136071
0.157396,0.0795566
0.0176415,0.0650622
0.0609198,0.0228258
0.00910286,0.0179499
0.129379,0.155549
0.0450657,0.142566
0.040785,0.0326274
0.0491153,0.0804669
0.0434203,0.0586777
0.137753,0.0447473
0.258748,0.0171101
0.0859725,0.104269
0.163469,0.108831
0.0175254,0.0159885
0.0138109,0.150776
0.0722609,0.0796939
0.00656953,0.229297
0.00806096,0.159208
0.0288535,0.0589537
0.111317,0.177033
0.0645933,0.0794014
0.13192,0.0561164
0.0274085,0.10733
0.137803,0.127786
