X,Y
0.0464308,0.15245
0.0540038,0.140554
0.0509617,0.118568
0.110467,0.0107175
0.0768893,0.168108
0.08913,0.0688885
0.0547673,0.0396138
0.153208,0.187841
0.0532463,0.0776838
0.0490571,0.0631938
0.141336,0.102652
0.192565,0.0182914
0.00620046,0.0922611
0.0158571,0.0074248
0.0950756,0.101409
0.159127,0.0216689
0.12546,0.108695
0.0720935,0.128766
0.0552564,0.0506657
0.135967,0.0722103
0.0835046,0.215007
0.0190999,0.0351062
0.0131254,0.0504899
0.0716728,0.0303584
0.126229,0.0800102
0.00368326,0.0189473
0.0141255,0.0194162
0.0639623,0.152603
0.0878663,0.0496379
0.174057,0.167651
0.128127,0.0904638
0.18177,0.0854705
0.52145,0.591902
0.560955,0.259668
0.521199,0.435222
0.480441,0.522959
0.389598,0.467913
0.485147,0.332248
0.482544,0.454353
0.508701,0.380307
0.603343,0.405409
0.619051,0.465434
0.688328,0.628968
0.419546,0.593753
0.632364,0.57413
0.491844,0.465554
0.468,0.598131
0.708323,0.62805
0.687207,0.46284
0.631345,0.544388
0.487088,0.686268
0.414032,0.565382
0.558425,0.568637
0.341254,0.363986
0.517859,0.521453
0.437508,0.333668
0.380108,0.525044
0.494228,0.558488
0.365865,0.512722
0.576837,0.480168
0.358292,0.437775
0.682298,0.427941
0.479526,0.483982
0.472766,0.389563
0.830984,0.969261
0.944559,0.994893
0.839605,0.922553
0.988986,0.906095
0.962854,0.924731
0.904867,0.980758
0.877196,0.87734
0.920718,0.886896
0.96944,0.890044
0.895252,0.882624
0.886906,0.857037
0.983613,0.923922
0.904194,0.969538
0.945558,0.972751
0.933271,0.947835
0.964002,0.956281
0.986071,0.896364
0.935285,0.980482
0.971431,0.898984
0.933553,0.950534
0.907313,0.89847
0.973676,0.975758
0.907347,0.99808
0.985605,0.995279
0.826815,0.910399
0.915339,0.965181
0.981648,0.758569
0.888253,0.977134
0.970094,0.906744
0.971977,0.877589
0.895877,0.977344
0.97133,0.959211
