X,Y
0.0619778,0.126112
0.069866,0.282265
0.0186599,0.0269504
0.11557,0.161889
0.116521,0.132981
0.044036,0.056234
0.0772112,0.0353363
0.0908239,0.0936585
0.0243276,0.0131075
0.0121445,0.00890036
0.0370047,0.0722528
0.0511405,0.09452
0.153854,0.0302852
0.0281454,0.0830833
0.157249,0.162228
0.266898,0.105468
0.0144116,0.120218
0.106649,0.150808
0.0913584,0.167999
0.0745,0.0806744
0.140154,0.00876422
0.0584446,0.0795223
0.0435562,0.038402
0.171904,0.100721
0.0755192,0.101983
0.206206,0.0106721
0.00991626,0.0695234
0.0583487,0.0181598
0.0763034,0.0475906
0.0256754,0.102005
0.00524163,0.110468
0.0400526,0.0895035
0.170893,0.294305
0.0312578,0.0834703
0.000707339,0.134656
0.136246,0.192093
0.0041873,0.047813
0.0309415,0.181694
0.0961514,0.0495531
0.0501963,0.03017
0.168995,0.0719199
0.0956583,0.0992213
0.0546081,0.150968
0.0161564,0.166651
0.0274113,0.00469793
0.192734,0.0817383
0.156181,0.0671669
0.12892,0.0899006
0.0467773,0.034812
0.125063,0.00909525
0.0940491,0.139489
0.0947632,0.0207526
0.0342037,0.0176931
0.113376,0.05594
0.00240411,0.0488094
0.14419,0.0199728
0.134921,0.157272
0.0171406,0.120626
0.0302057,0.0409696
0.198851,0.0291734
0.237232,0.0871143
0.0754254,0.00195533
0.0702069,0.198596
0.0593544,0.0598902
0.00715826,0.0596667
0.00904997,0.155791
0.00122203,0.2251
0.0920937,0.0368997
0.0155566,0.0810111
0.0256487,0.045091
0.0305345,0.0887674
0.0472699,0.0765882
0.187607,0.00240883
0.125011,0.288643
0.0866564,0.0417884
0.104938,0.129502
0.169733,0.0671142
0.0564109,0.0343898
0.163031,0.0691395
0.0951469,0.0241182
0.104115,0.0718737
0.0784382,0.0584386
0.109393,0.0276716
0.119143,0.089492
0.0473725,0.2273
0.0605559,0.0935653
0.00573626,0.0265425
0.0701963,0.10293
0.0415894,0.145272
0.0768146,0.0275697
0.000226373,0.0128764
0.0962709,0.0973834
0.00956114,0.175176
0.109502,0.0794822
0.155865,0.135498
0.0903112,0.0654025
0.0410043,0.00762808
0.0883339,0.00769117
0.0751256,0.210975
0.0399058,0.181491
0.0533121,0.202662
0.0333366,0.034893
0.0579016,0.0177307
0.0473666,0.0059021
